city,country,quality_of_life_index,safety_index,healthcare_index,climate_index,purchasing_power_index,cost_of_living_index,traffic_commute_index,pollution_index,green_space_index,walkability_index,accessibility_index,comfort_index,latitude,longitude,public_space_quality
Doha,Qatar,52.64,42.81,61.78,87.28,105.24,87.14,32.53,56.53,70.16,91.98,36.4,45.22,39.94334,13.3495,Moderate
Dubai,UAE,60.96,80.5,90.33,75.36,65.97,41.15,32.69,52.68,60.72,59.93,47.23,63.88,41.68107,-37.30923,Good
Bangkok,Thailand,54.35,36.48,69.32,82.8,61.01,36.35,36.27,57.71,82.47,90.21,62.18,41.19,48.56925,18.74814,Moderate
Singapore,Singapore,42.52,36.33,48.69,50.03,111.93,111.85,48.88,39.28,29.38,65.83,85.02,49.85,27.65668,129.08225,Moderate
Istanbul,Turkey,40.16,54.42,78.27,72.49,48.86,47.11,30.14,74.57,29.73,62.69,62.84,50.9,35.82067,-70.40539,Moderate
Sydney,Australia,56.3,64.32,83.63,69.3,105.2,103.91,69.92,51.86,61.76,56.81,78.62,40.38,26.7098,48.53031,Moderate
Amsterdam,Netherlands,54.96,81.22,57.42,84.97,70.98,79.02,30.94,19.34,90.98,39.65,39.03,43.34,26.64099,-113.49988,Moderate
Chicago,USA,47.44,76.0,87.14,89.37,73.84,37.01,68.75,20.33,51.12,25.26,46.41,81.26,31.05021,-107.39965,Moderate
Toronto,Canada,43.29,61.75,89.84,35.73,54.3,115.99,21.21,52.95,44.52,41.91,77.57,40.87,41.46912,21.23448,Moderate
Istanbul,Turkey,46.36,51.42,55.23,75.44,79.44,52.23,54.39,84.93,65.5,60.68,40.71,31.85,52.25188,-97.19112,Moderate
Chicago,USA,57.49,94.83,94.09,38.11,55.9,107.37,69.42,34.67,89.78,51.6,52.84,70.91,41.47785,-119.0781,Moderate
Toronto,Canada,57.3,60.57,47.74,67.93,28.73,45.19,25.12,79.56,82.77,56.39,47.22,93.44,36.07716,-79.54906,Moderate
London,UK,51.55,62.08,51.11,52.26,50.84,106.85,73.1,71.13,94.66,93.65,52.74,51.53,26.96471,24.68503,Moderate
Tokyo,Japan,38.94,44.82,50.13,53.41,25.61,31.19,42.17,29.82,21.69,49.52,76.04,37.71,43.81064,61.38535,Poor
Doha,Qatar,56.43,82.69,89.17,56.18,117.94,76.06,71.74,12.91,28.46,56.65,53.91,67.08,33.76567,-71.34318,Moderate
Istanbul,Turkey,61.67,76.62,75.99,72.28,116.75,99.25,55.61,18.15,65.71,34.35,66.09,88.91,46.13763,52.08875,Good
Seoul,South Korea,39.72,48.25,48.37,55.04,62.54,114.13,33.1,68.28,81.54,28.36,36.5,80.96,59.17876,-76.64377,Poor
Dubai,UAE,54.85,39.94,64.22,78.96,94.2,111.83,26.3,25.97,41.39,79.28,82.33,70.46,28.00732,37.56622,Moderate
Kuala Lumpur,Malaysia,51.44,75.83,73.84,59.27,57.85,103.77,33.22,39.7,37.94,64.95,54.04,50.48,31.63651,-15.83068,Moderate
Berlin,Germany,53.91,74.27,44.59,39.1,88.75,109.94,20.58,50.14,79.02,78.25,72.15,65.22,41.0314,48.25687,Moderate
Copenhagen,Denmark,43.22,51.4,88.53,82.03,101.52,47.93,23.63,68.04,24.23,35.49,77.15,35.93,58.8701,138.68898,Moderate
Chicago,USA,60.36,92.05,84.2,52.15,114.94,55.58,21.28,19.06,47.7,65.03,43.63,74.13,51.78515,123.5215,Good
Doha,Qatar,59.54,44.06,67.79,60.97,63.02,56.01,40.38,42.51,57.94,42.75,87.5,77.13,56.33625,-123.86533,Moderate
Kuala Lumpur,Malaysia,61.35,60.94,93.19,76.13,99.41,63.93,62.73,48.81,62.03,40.96,70.05,92.73,36.01373,109.64127,Good
Amsterdam,Netherlands,52.39,91.62,62.98,54.95,50.26,65.4,23.48,53.27,74.65,25.81,57.87,46.93,59.71339,-107.37994,Moderate
Kuala Lumpur,Malaysia,39.34,60.18,94.13,38.4,119.08,79.01,22.82,75.47,46.61,34.12,41.85,31.2,27.70198,127.55735,Poor
Lahore,Pakistan,59.52,73.31,76.74,57.44,27.45,44.39,53.61,23.73,65.95,46.65,91.25,65.46,25.90702,-50.3162,Moderate
Dubai,UAE,53.79,58.86,74.91,91.67,82.34,92.21,26.83,74.63,63.9,33.18,79.08,75.94,54.80169,-23.76077,Moderate
London,UK,56.86,51.45,49.13,73.5,87.65,45.08,20.86,65.43,61.07,94.01,43.52,81.38,57.38154,-100.71588,Moderate
Singapore,Singapore,56.79,94.04,88.51,75.29,90.36,57.93,25.01,54.47,68.04,46.6,51.95,42.59,27.26107,-95.24772,Moderate
Kuala Lumpur,Malaysia,40.36,59.56,63.51,72.94,36.44,75.3,70.42,65.96,39.46,34.12,82.63,47.01,28.08339,67.58625,Moderate
Vancouver,Canada,46.12,88.65,48.92,46.94,114.16,101.68,64.29,42.96,26.35,38.94,75.22,63.32,25.19427,125.24804,Moderate
London,UK,40.1,48.8,40.69,60.1,42.21,96.55,36.24,21.07,28.95,66.14,79.78,51.49,27.76227,36.84835,Moderate
Tokyo,Japan,46.77,47.79,70.79,80.06,84.16,88.1,54.35,63.26,36.84,29.48,58.68,85.93,31.53911,64.70025,Moderate
Berlin,Germany,42.72,36.87,69.01,41.08,46.15,44.02,47.24,51.97,57.51,85.37,76.57,60.79,58.92276,76.92198,Moderate
Copenhagen,Denmark,62.49,74.1,79.56,51.67,54.19,79.23,55.63,61.15,83.03,92.3,55.12,81.97,48.04297,-55.35422,Good
Lahore,Pakistan,55.42,57.11,88.96,51.58,76.91,37.87,55.96,37.04,72.6,42.27,43.73,67.74,52.02791,-113.01415,Moderate
New York,USA,51.34,86.86,44.37,60.92,64.63,63.96,52.72,82.55,79.18,56.51,71.12,80.25,51.94102,-124.50372,Moderate
New York,USA,47.31,63.39,80.23,93.82,40.22,67.22,30.97,56.99,46.32,26.55,93.44,51.62,43.26265,-32.07794,Moderate
Melbourne,Australia,57.13,93.09,50.31,39.05,41.24,33.58,17.34,16.83,50.35,69.85,50.19,84.04,52.7096,-61.01198,Moderate
Seoul,South Korea,49.4,46.13,87.2,66.12,64.72,54.66,42.33,45.98,49.53,53.97,59.96,47.85,45.44907,-108.4858,Moderate
Chicago,USA,48.18,87.12,85.05,45.76,96.94,116.01,68.46,70.51,34.39,43.9,73.81,65.5,35.32366,-77.425,Moderate
Toronto,Canada,49.19,81.6,69.74,93.24,110.31,115.83,49.17,73.53,24.59,39.48,65.2,43.91,44.19996,-92.00779,Moderate
Vancouver,Canada,62.48,81.26,79.06,41.8,32.99,61.71,64.94,49.57,64.32,70.78,84.82,60.91,43.20631,117.44277,Good
Chicago,USA,53.71,85.69,57.29,59.22,62.34,33.88,74.5,81.58,94.19,54.14,79.51,50.68,53.64431,-87.82919,Moderate
Sydney,Australia,38.78,80.66,65.91,79.27,34.52,46.12,24.82,31.41,32.51,37.58,33.79,47.34,59.34218,17.47684,Poor
Paris,France,60.28,72.57,85.19,77.27,26.58,65.3,56.51,42.85,23.5,73.24,94.9,92.85,38.79753,32.17308,Good
London,UK,53.77,42.87,65.26,60.36,87.86,115.3,55.46,81.89,78.46,64.56,78.91,40.4,51.48206,19.02471,Moderate
Tokyo,Japan,49.1,36.95,59.68,55.79,82.23,42.71,73.8,81.7,38.94,85.11,86.15,81.18,27.59147,-98.75004,Moderate
Singapore,Singapore,49.34,90.25,67.18,58.86,40.49,98.72,74.14,64.86,82.22,33.22,72.33,93.97,51.96593,-40.51843,Moderate
Barcelona,Spain,54.45,72.0,85.55,50.86,47.21,39.78,56.2,78.72,72.8,80.0,85.66,31.29,37.37101,-111.41336,Moderate
Vancouver,Canada,52.51,82.79,58.44,47.32,27.25,118.31,29.62,17.1,90.93,72.15,37.3,75.44,25.41805,-20.14747,Moderate
Toronto,Canada,43.56,63.89,49.56,63.98,104.32,64.35,62.91,79.2,50.67,33.05,52.6,46.44,37.07686,-75.02128,Moderate
Melbourne,Australia,52.28,42.04,79.16,51.11,117.6,99.77,21.42,35.65,69.65,73.64,86.97,32.63,45.98314,23.83262,Moderate
Zurich,Switzerland,43.17,42.51,85.43,52.25,37.87,60.83,61.84,24.27,54.86,55.91,43.11,56.19,28.29301,58.59422,Moderate
Berlin,Germany,51.92,76.13,45.54,74.41,46.99,86.49,69.61,29.15,67.29,91.15,35.09,90.79,57.26524,16.01176,Moderate
Berlin,Germany,53.16,60.82,53.19,93.11,107.5,47.28,37.97,43.44,53.72,34.91,81.23,30.76,26.79621,-9.92728,Moderate
Paris,France,52.67,47.03,47.81,71.22,113.01,43.14,52.84,30.1,34.15,70.0,84.31,68.21,57.48024,-22.35664,Moderate
Istanbul,Turkey,45.23,64.5,59.14,39.62,64.86,114.43,40.81,35.65,58.09,51.74,40.57,62.59,49.45695,98.04832,Moderate
Barcelona,Spain,53.08,38.85,64.77,39.54,29.81,112.59,41.27,20.8,59.64,91.98,85.53,86.77,35.86964,-66.86746,Moderate
Dubai,UAE,51.93,69.92,81.19,92.09,28.74,109.87,33.62,33.69,80.8,48.1,74.64,35.46,38.06701,69.56786,Moderate
Singapore,Singapore,59.22,51.14,75.81,52.84,79.53,86.29,60.73,55.78,75.16,92.35,63.81,74.3,50.66914,75.73282,Moderate
Vienna,Austria,60.03,82.85,74.15,40.52,62.33,102.74,71.17,45.35,69.78,88.1,83.97,74.21,45.65296,-13.912,Good
Bangkok,Thailand,36.84,53.62,59.38,70.94,27.72,36.21,71.45,37.74,28.5,43.93,57.25,73.49,48.17915,-46.21534,Poor
Doha,Qatar,70.51,62.31,86.28,72.42,80.41,60.13,25.49,69.72,74.05,81.25,42.61,91.25,38.00993,-0.30651,Good
Sydney,Australia,47.15,35.7,65.92,73.91,26.07,58.23,67.48,81.48,57.52,94.69,48.52,83.5,41.56129,-100.29831,Moderate
London,UK,46.85,39.35,93.85,51.04,99.8,87.21,59.25,70.54,87.06,42.69,62.84,32.73,59.63523,-112.82854,Moderate
Singapore,Singapore,60.68,58.55,74.88,35.91,54.11,62.04,30.17,36.56,88.99,55.57,64.54,60.62,31.70122,-95.42515,Good
Amsterdam,Netherlands,53.99,63.8,46.94,92.9,28.82,43.37,19.04,69.56,24.14,61.41,82.36,55.87,39.04282,-75.40657,Moderate
Amsterdam,Netherlands,59.43,71.0,77.19,50.05,80.89,83.68,31.08,22.16,81.55,45.65,81.44,50.16,34.50563,8.60686,Moderate
Paris,France,40.68,52.5,57.88,75.56,62.78,103.29,69.73,20.43,22.83,26.07,67.79,59.34,51.54401,100.02121,Moderate
Istanbul,Turkey,54.72,76.7,77.75,77.4,117.51,64.39,52.99,37.65,47.54,40.41,80.75,54.97,51.50445,-62.55478,Moderate
Chicago,USA,47.22,86.61,43.83,71.6,76.7,41.9,58.26,74.62,60.67,44.74,42.47,58.1,34.52804,122.81793,Moderate
Bangkok,Thailand,48.52,81.79,49.62,53.77,51.15,47.7,30.43,29.71,31.11,56.05,33.25,93.65,26.93005,128.0506,Moderate
London,UK,54.12,37.38,87.07,51.27,92.4,51.37,58.16,15.06,75.97,36.98,86.79,35.76,24.41158,129.10972,Moderate
Vancouver,Canada,53.31,63.83,52.49,70.86,50.79,56.99,16.69,20.54,20.63,86.13,34.91,89.95,39.38822,96.95412,Moderate
Istanbul,Turkey,50.83,41.3,86.04,86.97,110.9,87.85,37.52,78.7,32.64,74.34,46.03,61.22,38.77215,-28.58636,Moderate
London,UK,48.0,49.52,55.36,91.8,60.6,84.09,52.61,60.7,63.56,30.96,75.2,70.54,59.58204,-105.73876,Moderate
Copenhagen,Denmark,59.91,94.2,75.36,41.35,77.24,92.65,23.77,30.26,73.58,70.51,56.61,83.96,40.91287,25.73696,Moderate
Singapore,Singapore,47.71,43.55,78.18,44.29,29.8,62.63,64.38,54.42,88.75,70.76,86.96,53.43,33.23106,23.05058,Moderate
Singapore,Singapore,56.93,64.93,68.2,91.68,65.48,104.16,29.1,52.21,72.91,91.94,49.37,57.98,56.08426,100.24358,Moderate
Melbourne,Australia,47.08,72.09,56.79,79.19,104.07,48.37,54.14,62.43,70.38,25.21,30.77,56.62,41.67845,138.93763,Moderate
Doha,Qatar,57.95,77.15,51.7,87.98,101.54,72.21,39.31,28.66,49.58,42.36,49.54,54.36,45.57032,9.66169,Moderate
Barcelona,Spain,38.51,68.58,41.83,47.16,46.31,102.08,50.76,79.15,20.1,89.95,67.57,90.16,27.44407,-33.52093,Poor
Toronto,Canada,47.9,35.59,56.72,70.26,46.48,46.21,21.45,34.75,29.01,90.25,54.44,83.88,37.78499,-75.73605,Moderate
London,UK,61.05,54.59,75.92,77.07,102.64,39.89,16.01,65.53,60.09,75.44,64.77,37.08,57.99205,-123.72805,Good
Vienna,Austria,64.4,66.06,91.61,75.81,113.39,109.53,69.57,11.29,70.63,78.6,86.98,37.03,45.22219,9.91513,Good
Copenhagen,Denmark,48.82,40.27,87.92,59.49,34.06,60.86,31.18,39.81,51.31,31.4,89.31,57.81,36.40207,22.21245,Moderate
Singapore,Singapore,46.25,56.04,82.13,35.92,67.76,91.55,64.18,38.14,74.8,60.97,47.29,36.41,46.52402,93.6087,Moderate
Sydney,Australia,46.83,36.99,83.36,69.98,57.06,32.28,74.96,53.48,59.14,41.21,60.04,70.24,56.7748,8.7129,Moderate
Karachi,Pakistan,43.04,39.71,76.57,50.19,107.72,92.1,27.69,15.82,25.56,37.69,65.69,39.34,33.86366,117.86411,Moderate
Vienna,Austria,51.13,58.82,54.32,62.02,32.93,58.45,30.91,73.21,34.4,81.72,91.69,63.95,42.1842,41.44212,Moderate
Paris,France,49.75,42.96,89.9,92.45,45.06,35.02,54.77,27.42,83.0,34.45,94.91,30.47,58.51286,97.6891,Moderate
Kuala Lumpur,Malaysia,49.39,69.05,76.89,58.94,96.48,84.88,72.93,64.16,74.37,57.81,45.3,50.58,30.20626,-85.70004,Moderate
Paris,France,63.28,76.37,70.82,85.39,29.87,51.67,69.95,74.26,87.11,90.7,77.25,74.02,49.9079,101.66407,Good
Chicago,USA,44.37,83.04,46.1,46.31,71.79,64.81,45.17,54.95,28.82,38.01,54.57,61.46,46.12132,53.91312,Moderate
Singapore,Singapore,63.46,47.01,64.59,75.35,67.0,37.25,62.71,69.27,94.27,93.46,30.53,93.59,48.4683,-79.88825,Good
Singapore,Singapore,49.95,45.05,65.32,93.62,56.77,43.24,23.14,62.95,35.71,94.6,30.6,86.82,36.64391,-74.71266,Moderate
Seoul,South Korea,46.5,41.27,87.55,41.11,62.48,56.82,73.65,38.44,20.88,63.89,59.94,53.34,35.29966,120.52266,Moderate
Kuala Lumpur,Malaysia,45.47,73.19,70.07,35.5,75.34,38.08,72.86,74.71,94.81,36.91,61.74,32.96,48.63155,-116.46293,Moderate
Dubai,UAE,51.75,77.39,60.92,61.01,40.33,111.97,24.82,33.58,41.08,47.13,31.47,84.97,31.75956,-2.42824,Moderate
Bangkok,Thailand,59.22,36.9,93.72,40.56,79.34,30.54,32.97,55.7,70.1,54.71,74.65,89.23,39.10757,-41.92905,Moderate
Kuala Lumpur,Malaysia,49.1,91.17,46.09,79.9,101.52,73.55,21.01,69.63,33.25,46.65,49.11,83.34,30.77429,51.24552,Moderate
New York,USA,52.79,38.12,63.24,89.87,97.22,41.09,31.3,40.32,63.52,44.64,66.39,38.32,24.29897,97.50179,Moderate
Berlin,Germany,58.6,67.48,42.31,61.04,39.62,57.69,63.96,34.22,87.8,93.06,49.56,94.86,58.92206,-29.4998,Moderate
Amsterdam,Netherlands,44.11,77.54,80.69,50.52,39.18,113.35,37.7,46.75,44.01,35.74,40.86,46.81,39.54131,-11.87095,Moderate
Copenhagen,Denmark,61.48,87.26,90.49,61.06,50.48,44.55,20.3,75.44,70.27,76.33,56.47,77.07,58.89659,135.20821,Good
Istanbul,Turkey,39.69,77.85,55.4,78.41,59.3,116.92,35.53,84.39,34.09,25.03,45.1,89.02,29.05165,82.73788,Poor
Doha,Qatar,59.43,83.1,87.21,35.54,63.8,48.52,73.88,53.61,66.86,66.73,64.76,45.32,45.1452,112.75909,Moderate
Melbourne,Australia,50.41,55.37,56.07,70.37,89.57,96.74,52.78,62.92,45.23,89.12,42.92,89.04,31.23507,-8.72801,Moderate
Seoul,South Korea,49.27,83.89,90.09,71.8,30.38,79.2,39.97,82.26,35.84,45.16,63.05,50.12,52.44267,-62.96981,Moderate
Toronto,Canada,44.16,39.81,81.47,73.26,28.29,109.6,24.99,17.88,43.49,37.99,40.23,93.47,52.21331,-15.85618,Moderate
Sydney,Australia,60.33,88.69,84.27,49.52,62.23,79.86,74.17,28.57,33.41,70.62,73.61,48.28,28.05386,64.76436,Good
Tokyo,Japan,58.39,67.86,40.99,77.84,91.23,78.11,64.25,66.71,87.64,74.88,79.01,91.97,56.83432,-96.00094,Moderate
Seoul,South Korea,45.64,84.04,92.95,40.48,43.38,47.59,31.89,75.9,49.79,73.16,37.18,33.48,31.00667,-53.32569,Moderate
Vienna,Austria,55.08,62.14,79.97,46.96,85.94,44.96,19.2,78.56,38.4,47.35,60.41,76.1,46.06718,-112.64149,Moderate
Kuala Lumpur,Malaysia,46.08,73.61,56.76,87.65,49.68,112.48,18.4,43.21,53.63,42.65,34.61,64.59,59.48281,-10.42785,Moderate
Bangkok,Thailand,73.97,66.58,85.62,79.32,109.18,59.51,22.22,17.15,44.04,91.91,68.88,61.06,55.76628,94.27312,Good
Bangkok,Thailand,61.08,78.9,55.48,35.82,110.09,63.49,49.85,45.02,75.83,89.63,47.19,44.53,58.4363,-118.46412,Good
Copenhagen,Denmark,52.78,39.9,88.0,49.9,53.24,98.38,70.73,28.46,92.84,57.01,64.3,75.86,36.33356,53.96073,Moderate
Dubai,UAE,37.02,38.62,46.19,47.86,46.85,60.49,44.8,33.3,52.85,84.23,63.63,42.4,27.80072,122.11141,Poor
Lahore,Pakistan,51.06,49.83,78.7,51.25,64.07,115.69,65.58,71.78,84.58,56.66,90.08,65.93,30.78049,-62.21412,Moderate
New York,USA,47.41,44.57,69.74,49.85,47.85,96.41,41.75,16.04,62.44,54.71,65.69,46.46,42.01782,58.81323,Moderate
Chicago,USA,49.29,87.31,45.31,38.75,88.88,83.77,57.52,76.21,31.79,35.97,67.89,92.12,52.55627,133.402,Moderate
Vancouver,Canada,52.12,48.15,53.3,62.54,103.48,109.28,58.91,44.21,71.8,54.85,56.11,31.86,29.40553,130.00369,Moderate
Dubai,UAE,58.49,93.55,40.68,78.96,88.94,34.46,25.44,57.69,58.51,62.62,91.69,42.98,47.75034,-62.74376,Moderate
Barcelona,Spain,59.0,55.21,65.78,71.4,103.31,53.14,36.67,17.17,68.8,26.58,80.52,45.75,35.64879,-98.41227,Moderate
Paris,France,53.62,45.93,56.57,75.37,62.71,71.85,53.24,36.99,86.73,56.09,48.55,56.91,36.28327,-85.70513,Moderate
Chicago,USA,64.3,82.38,72.91,39.87,39.85,50.43,19.24,17.18,53.03,79.69,84.87,45.13,47.82904,61.03945,Good
Karachi,Pakistan,61.19,74.52,56.35,92.09,95.11,96.95,36.69,86.92,87.59,72.6,58.11,61.94,40.81198,67.3261,Good
Kuala Lumpur,Malaysia,49.36,64.89,56.5,85.31,59.25,112.73,47.09,74.58,76.3,69.46,83.86,86.71,53.2332,53.67269,Moderate
Barcelona,Spain,63.3,68.32,80.88,83.31,88.77,68.14,74.77,46.77,56.65,88.67,83.49,76.28,29.61307,-35.93923,Good
Amsterdam,Netherlands,44.75,78.15,42.65,84.38,50.71,60.79,43.47,27.89,65.24,26.26,42.28,67.7,52.43814,-80.00911,Moderate
Barcelona,Spain,41.54,48.71,89.66,90.96,32.72,116.54,63.96,84.68,44.42,63.99,75.57,35.79,26.31247,28.90169,Moderate
Melbourne,Australia,77.89,94.78,86.87,67.66,119.3,70.04,40.92,37.57,93.77,80.11,48.89,75.11,30.98594,3.17532,Good
Berlin,Germany,55.52,93.49,76.73,47.02,39.84,74.01,62.78,22.88,70.05,62.89,49.34,40.82,47.62139,68.14105,Moderate
Toronto,Canada,56.25,74.02,72.63,72.01,118.9,61.65,50.72,55.05,23.29,47.67,49.26,81.11,54.77732,-8.03958,Moderate
Amsterdam,Netherlands,45.94,46.97,89.08,79.57,117.84,111.86,68.2,85.5,44.5,34.54,77.16,46.25,33.09647,-35.26048,Moderate
Bangkok,Thailand,57.36,75.81,50.19,79.28,100.41,81.21,39.66,10.31,66.75,87.13,44.94,57.11,35.7789,-47.22818,Moderate
Sydney,Australia,26.4,39.33,44.34,66.29,87.65,98.6,51.26,29.05,24.22,57.95,30.06,52.78,43.33635,-68.96037,Poor
Toronto,Canada,40.94,36.84,53.17,39.11,79.89,103.06,52.8,85.08,21.79,86.47,76.49,85.82,31.61662,-54.57721,Moderate
Vienna,Austria,51.58,50.46,83.7,57.27,107.28,60.77,40.04,23.69,53.75,66.01,41.13,38.23,53.20163,-99.86993,Moderate
Kuala Lumpur,Malaysia,47.71,62.76,41.91,90.25,52.5,69.03,23.66,19.06,44.95,72.19,36.79,66.77,51.85092,-33.08289,Moderate
Doha,Qatar,48.04,87.1,72.05,70.07,69.43,106.36,20.61,55.61,52.87,81.3,45.44,39.23,29.2305,-115.309,Moderate
Singapore,Singapore,54.96,78.63,94.75,67.3,83.84,62.69,16.0,78.95,39.7,71.14,54.69,75.81,40.69787,-75.60033,Moderate
Dubai,UAE,49.41,79.56,87.06,51.13,64.06,101.45,67.41,48.17,32.35,52.86,60.93,88.83,51.8938,72.89417,Moderate
Singapore,Singapore,46.95,60.53,68.68,57.11,65.61,114.69,29.19,89.57,71.69,60.95,32.9,58.25,36.14386,-38.75072,Moderate
Tokyo,Japan,55.67,55.76,43.5,88.72,56.38,86.09,27.69,64.33,58.59,81.21,93.09,61.73,46.79185,52.08281,Moderate
Copenhagen,Denmark,62.19,57.26,85.73,74.99,78.6,96.75,59.16,15.93,35.01,51.16,76.54,90.28,25.80767,64.97431,Good
Paris,France,49.68,94.26,72.94,82.24,105.8,102.46,34.2,89.43,43.97,52.17,51.01,63.86,45.9128,29.01412,Moderate
Melbourne,Australia,40.89,37.41,46.32,62.26,44.15,106.05,45.36,42.63,64.39,31.7,50.72,61.69,29.49551,129.0549,Moderate
Istanbul,Turkey,60.39,87.02,45.16,72.81,113.77,65.55,24.75,32.99,25.42,89.02,59.16,67.59,53.901,-119.31844,Good
Berlin,Germany,51.76,69.72,90.03,49.9,90.46,34.61,72.58,54.63,31.06,31.37,70.71,74.8,36.79618,70.74295,Moderate
Seoul,South Korea,46.16,61.32,76.81,77.33,103.21,66.17,66.09,34.34,25.49,70.37,39.51,36.95,34.13594,129.07846,Moderate
Zurich,Switzerland,64.9,78.52,85.61,60.66,77.84,90.64,66.83,16.92,80.92,53.92,42.28,83.37,54.272,103.50201,Good
Vancouver,Canada,66.66,64.2,88.34,61.55,99.05,70.53,39.41,10.11,76.43,53.39,85.86,58.31,25.80518,-80.50844,Good
Karachi,Pakistan,49.83,87.41,71.45,73.96,26.54,97.41,60.74,45.97,76.5,72.57,46.66,34.7,38.27792,-38.39262,Moderate
Melbourne,Australia,60.33,89.04,68.46,91.18,102.75,62.13,23.63,76.95,73.72,29.7,54.71,81.1,37.32013,-79.30026,Good
Singapore,Singapore,49.97,60.3,63.67,38.84,28.81,87.13,15.52,55.79,70.2,66.56,86.63,54.5,34.25281,34.34672,Moderate
Berlin,Germany,55.77,51.61,57.43,84.48,109.54,46.78,16.2,89.94,55.77,79.04,73.1,36.52,56.82316,63.72982,Moderate
Lahore,Pakistan,55.64,70.54,63.9,52.54,119.24,97.44,50.2,32.95,68.17,82.97,52.21,71.2,51.03342,-40.97545,Moderate
Karachi,Pakistan,53.46,89.74,82.56,61.64,52.94,79.11,42.32,32.44,22.88,36.94,74.44,87.21,26.30123,17.96924,Moderate
Vienna,Austria,54.2,47.64,73.11,36.31,44.98,48.37,46.08,22.78,66.61,87.82,31.28,87.7,49.72875,58.09395,Moderate
Bangkok,Thailand,72.36,72.38,89.09,53.06,97.71,56.27,15.45,23.13,78.34,70.93,77.82,92.25,42.98277,-13.34495,Good
Vienna,Austria,64.06,72.89,64.39,65.16,49.04,97.37,40.36,32.81,57.53,86.73,61.66,86.4,56.43124,101.31412,Good
Melbourne,Australia,52.89,78.99,73.39,38.37,107.23,73.43,58.08,73.43,46.81,58.97,82.86,30.14,35.26604,79.46073,Moderate
Seoul,South Korea,44.61,42.89,74.72,64.47,34.77,49.44,41.56,82.46,40.81,62.94,92.05,54.72,44.66983,-107.86363,Moderate
Sydney,Australia,60.58,77.95,72.54,90.63,36.97,117.05,58.93,88.01,68.21,89.33,90.18,83.21,42.02719,39.5982,Good
New York,USA,71.56,89.54,78.64,41.32,118.02,94.36,28.98,28.58,71.96,87.99,89.1,53.81,41.62419,-62.63873,Good
Kuala Lumpur,Malaysia,50.32,45.78,53.06,80.87,89.01,116.14,63.79,80.5,85.32,56.37,63.29,69.1,40.41979,22.74234,Moderate
Bangkok,Thailand,41.1,49.25,68.18,59.58,105.45,68.44,50.31,36.26,45.68,44.21,53.41,69.41,31.40266,128.57544,Moderate
Sydney,Australia,58.61,93.28,45.73,74.31,55.81,72.76,27.65,19.03,77.73,52.52,60.23,53.73,51.20556,107.95143,Moderate
Singapore,Singapore,42.52,45.86,61.15,50.61,89.27,110.82,29.2,79.6,62.1,52.14,74.84,88.79,40.2481,-17.80315,Moderate
Vienna,Austria,63.64,86.26,66.82,44.57,81.45,77.25,52.68,60.89,86.21,45.08,87.46,62.71,58.50659,-47.74883,Good
Zurich,Switzerland,47.83,64.54,75.87,44.63,82.3,93.66,64.8,23.18,59.59,43.8,43.45,60.21,33.3891,-62.88248,Moderate
Toronto,Canada,62.63,49.83,92.28,39.23,89.84,52.7,39.94,44.39,58.82,85.27,89.68,94.84,48.57878,16.11644,Good
Copenhagen,Denmark,61.29,87.24,73.04,46.14,79.66,70.21,30.5,32.98,63.34,29.89,82.99,62.08,57.86581,-94.72416,Good
Vienna,Austria,59.75,61.72,80.9,74.85,65.76,41.11,67.02,68.94,76.2,72.43,93.63,41.6,47.8845,20.55788,Moderate
Kuala Lumpur,Malaysia,54.72,65.89,67.84,87.9,51.21,48.54,55.16,46.27,92.35,37.1,87.22,63.35,55.36582,-124.64659,Moderate
Dubai,UAE,47.09,56.55,74.88,83.85,98.02,30.08,41.89,89.14,25.52,49.12,48.2,82.91,53.78931,-39.17985,Moderate
Lahore,Pakistan,42.5,70.58,43.9,76.11,46.5,33.53,44.27,14.38,24.01,29.31,36.89,80.5,36.96424,-66.71741,Moderate
Paris,France,41.72,44.81,53.99,41.63,90.77,117.96,27.26,38.4,90.32,43.9,37.3,81.26,45.60446,132.37298,Moderate
Sydney,Australia,47.41,58.46,59.9,52.35,47.17,51.81,52.61,48.55,59.74,78.79,48.93,76.02,29.62541,67.71921,Moderate
Berlin,Germany,60.69,93.16,65.99,53.59,84.41,89.7,36.52,50.25,66.12,86.95,69.92,46.52,43.27893,-32.34185,Good
Berlin,Germany,46.56,50.49,42.51,50.0,95.97,105.52,74.74,35.27,56.18,40.51,82.28,86.04,32.29519,-100.39605,Moderate
Paris,France,42.15,74.4,47.7,65.9,45.78,79.56,43.81,68.34,27.02,57.45,88.45,88.07,50.77453,11.95216,Moderate
Copenhagen,Denmark,50.63,54.51,55.22,67.13,30.69,43.78,44.15,79.98,77.61,57.92,70.54,42.62,43.0101,-68.43631,Moderate
Kuala Lumpur,Malaysia,50.06,81.41,93.43,56.41,37.44,95.53,48.95,85.1,76.04,86.15,30.37,38.48,38.80419,17.15383,Moderate
Lahore,Pakistan,43.69,42.85,58.22,56.23,82.57,84.02,70.01,74.41,43.38,78.4,42.11,93.41,33.6767,96.37102,Moderate
Berlin,Germany,55.66,93.19,66.51,84.71,105.7,95.81,63.05,78.05,42.97,60.92,36.48,86.44,59.95315,38.18503,Moderate
